employee_id,employee_name,gender,age,DOB,marital_status,department,job_role,education_level,education_field,hire_date,years_at_company,monthly_salary,hourly_rate,overtime,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,training_times_last_year,num_companies_worked,promotion_last_years,distance_from_home,business_travel,city,manager_name,attrition,reason_for_leaving,exit_date,missing_survey_data,duplicate_emp_id,age_group,tenure_group
EMP1689,Raymond Torres,Female,33.0,,Married,Sales,Sales Representative,1,Marketing,2019-05-17,5,42100.0,88.27,Yes,4.0,,2.0,,1.0,5.0,0,1.3,Travel_Frequently,Brandonchester,Mr. Joseph White,No,,,True,False,26-35,3-6yr
EMP1176,Stephen Weaver,Female,55.0,,Single,Human Resources,HR Manager,1,Human Resources,,7,26000.0,59.75,Yes,3.0,1.0,,1.0,3.0,2.0,1,21.7,Travel_Frequently,Francisburgh,Alicia Reid,No,,,True,False,46-65,6+yr
EMP1008,Christopher Wilson,Female,40.0,,Married,Finance,Finance Manager,2,Human Resources,2021-11-29,3,36500.0,55.32,No,5.0,1.0,,3.0,5.0,1.0,2,21.2,Travel_Frequently,Lake John,Angela Cole,Yes,Retirement,,True,False,36-45,1-3yr
EMP1293,Gary Morales,Not Disclosed,42.0,,Not Disclosed,Human Resources,HR Executive,3,Human Resources,,6,109600.0,48.72,Yes,3.0,3.0,4.0,2.0,2.0,4.0,3,9.3,Non-Travel,Lake Sheila,Donna Bailey,No,,,False,False,36-45,3-6yr
EMP2398,John Reyes,Female,42.0,,Single,Research & Development,Data Analyst,3,Medical,,5,116300.0,75.92,Yes,3.0,2.0,2.0,,2.0,1.0,1,,Non-Travel,Port Daltonton,David Rios,No,,,True,False,36-45,3-6yr
EMP1491,Christina Roach,Not Disclosed,38.0,,Married,Finance,Financial Analyst,4,Technical Degree,,9,37100.0,74.86,Yes,1.0,,2.0,3.0,4.0,0.0,0,,Non-Travel,Nathanland,Nathan Williams,No,,,True,False,36-45,6+yr
EMP1153,Paul Conner,Female,37.0,,Not Disclosed,Human Resources,HR Manager,5,Business,2015-10-16,9,56200.0,85.56,No,3.0,3.0,4.0,4.0,0.0,3.0,2,,Non-Travel,Kelseybury,Joseph Green,No,,,False,False,36-45,6+yr
EMP1588,Joan Petersen,Male,47.0,,Single,Human Resources,Recruiter,5,Business,,1,17800.0,48.16,No,2.0,2.0,4.0,3.0,3.0,6.0,3,,Travel_Rarely,Hughesbury,Robert Clarke,No,,,False,False,46-65,<1yr
EMP1251,Anthony Perry,Male,39.0,,Single,Sales,Sales Representative,1,Marketing,2020-08-20,4,96800.0,79.34,Yes,4.0,,4.0,1.0,0.0,3.0,2,,Travel_Frequently,Kimberlyfurt,Adam Schaefer,Yes,Higher Salary,2021-10-03,True,False,36-45,3-6yr
EMP2265,Teresa Sullivan,Female,41.0,,Married,Finance,Financial Analyst,4,Marketing,2023-11-05,1,24500.0,55.16,No,2.0,,1.0,1.0,2.0,1.0,2,,Non-Travel,New Paulbury,Jason Shea,No,,,True,False,36-45,<1yr
EMP1761,Tanya Johnson,Male,40.0,1975-10-09,Married,Marketing,Content Strategist,1,Marketing,,5,104200.0,69.85,No,3.0,3.0,4.0,2.0,2.0,0.0,2,13.0,Non-Travel,Heathertown,Robert Cunningham,No,,,False,False,36-45,3-6yr
EMP1449,Larry Evans,Male,43.0,,Divorced,Research & Development,Lab Technician,5,Business,,7,44800.0,47.89,Yes,1.0,2.0,4.0,1.0,2.0,1.0,0,,Non-Travel,South Alejandroside,Jose Bates,No,,,False,False,36-45,6+yr
EMP1239,Angela Oliver,Female,28.0,1991-05-29,Married,Human Resources,HR Manager,1,Medical,,4,84800.0,55.25,Yes,2.0,2.0,4.0,2.0,2.0,5.0,0,2.1,Travel_Frequently,Poncemouth,Shane Bishop,No,,,False,False,26-35,3-6yr
EMP1360,Steven Scott,Female,36.0,,Single,Human Resources,HR Manager,1,Medical,,3,50100.0,52.71,No,3.0,,3.0,1.0,2.0,4.0,2,25.7,Non-Travel,South Veronica,Shannon Murray,No,,,True,False,36-45,1-3yr
EMP1079,Hannah Johnson,Not Disclosed,51.0,,Single,Human Resources,Recruiter,3,Human Resources,,9,94600.0,62.95,Yes,3.0,4.0,1.0,3.0,3.0,6.0,1,18.2,Non-Travel,Benjaminborough,Sabrina Ortiz,No,,,False,False,46-65,6+yr
EMP1228,Sharon Mccann,Female,30.0,,Married,Marketing,Marketing Executive,4,Human Resources,,4,41600.0,76.89,No,5.0,4.0,3.0,1.0,4.0,3.0,1,,Travel_Frequently,Lake Ericaport,Jennifer Richardson,No,,,False,False,26-35,3-6yr
EMP2142,Shelby Alvarez,Male,43.0,1982-09-15,Married,Human Resources,Recruiter,3,Life Sciences,,4,103400.0,42.6,Yes,4.0,2.0,3.0,1.0,4.0,2.0,0,10.7,Travel_Frequently,New Jeffrey,Wendy Wilson,No,,,False,False,36-45,3-6yr
EMP2455,Morgan Fox,Male,49.0,,Divorced,IT,System Admin,5,Business,,1,44400.0,68.3,Yes,1.0,4.0,2.0,4.0,5.0,6.0,3,10.1,Non-Travel,Stevensmouth,Anna Williams,Yes,,,False,False,46-65,<1yr
EMP1117,Michael Anthony,Male,28.0,,Divorced,Sales,Sales Representative,3,Life Sciences,,8,72600.0,37.91,No,2.0,3.0,3.0,2.0,5.0,3.0,0,,Travel_Rarely,Lake Mark,Garrett Lopez,Yes,Health Issues,,False,False,26-35,6+yr
EMP1324,Sarah Martinez,Not Disclosed,42.0,,Divorced,IT,IT Support,2,Medical,2015-02-08,9,116900.0,45.15,Yes,4.0,4.0,2.0,4.0,2.0,3.0,1,29.7,Travel_Frequently,Michaelstad,Benjamin Dunn,Yes,Health Issues,,False,False,36-45,6+yr
EMP1147,Sandy Lynch,Male,24.0,,Divorced,Human Resources,HR Manager,3,Medical,2023-07-15,1,97700.0,86.63,No,5.0,4.0,1.0,,0.0,2.0,3,19.0,Travel_Rarely,Harrisonburgh,Robert Cox,No,,,True,False,18-25,<1yr
EMP1440,Cindy Pena,Female,53.0,,Married,Finance,Accountant,5,Business,2018-05-02,6,65900.0,95.05,No,3.0,2.0,3.0,3.0,2.0,0.0,0,33.8,Travel_Frequently,Mackview,Scott Morales,No,,,False,False,46-65,3-6yr
EMP2486,Bailey Gonzalez,Not Disclosed,40.0,,Single,Finance,Finance Manager,5,Business,,5,53800.0,61.8,Yes,3.0,2.0,1.0,,3.0,4.0,2,,Travel_Rarely,Wendyside,Terrence Evans,No,,,True,False,36-45,3-6yr
EMP2136,Mark Ramos Dvm,Male,46.0,,Married,Sales,Sales Executive,2,Marketing,,4,114300.0,53.29,No,5.0,3.0,2.0,4.0,4.0,3.0,3,35.9,Travel_Rarely,West Danamouth,Stephanie Williamson,No,,,False,False,46-65,3-6yr
EMP1174,Brian King,Male,52.0,,Married,Sales,Sales Executive,1,Life Sciences,2015-04-09,9,86700.0,44.97,No,4.0,4.0,,,5.0,3.0,0,36.6,Non-Travel,Lake Joanneview,Kyle Ray,No,,,True,False,46-65,6+yr
EMP1746,David Bush,Female,57.0,,Married,Sales,Sales Representative,4,Marketing,,2,97100.0,95.14,Yes,5.0,2.0,3.0,,2.0,4.0,2,6.6,Travel_Rarely,Victoriaport,Dr. Daniel Archer DDS,No,,,True,False,46-65,1-3yr
EMP2254,Laura Williams,Male,24.0,,Divorced,Finance,Financial Analyst,5,Medical,,3,68300.0,76.48,No,3.0,4.0,2.0,,3.0,4.0,2,,Non-Travel,Richardburgh,Randall Davis MD,No,,,True,False,18-25,1-3yr
EMP1047,Emily Miller,Female,56.0,1984-07-15,Married,IT,IT Support,4,Business,,7,42800.0,70.42,Yes,3.0,1.0,4.0,2.0,1.0,0.0,2,,Travel_Frequently,Port Williammouth,Jasmine Rangel DVM,No,,,False,False,46-65,6+yr
EMP1726,Kelsey Jenkins,Female,43.0,1969-01-10,Single,Finance,Finance Manager,5,Business,,3,95800.0,57.19,No,4.0,4.0,1.0,2.0,0.0,6.0,3,,Non-Travel,North Alyssa,William Duran,No,,,False,False,36-45,1-3yr
EMP2331,Madison Holmes,Not Disclosed,41.0,,Not Disclosed,Research & Development,Research Scientist,5,Life Sciences,2018-10-04,6,49700.0,34.04,No,3.0,,,4.0,4.0,2.0,1,,Travel_Frequently,Rodneyhaven,Tamara Bishop,No,,,True,False,36-45,3-6yr
EMP2281,Kaitlin Greer,Male,60.0,,Divorced,Marketing,Marketing Executive,3,Medical,,4,58800.0,82.82,No,3.0,2.0,2.0,,5.0,4.0,2,,Travel_Rarely,West Teresa,Laura Dean,No,,,True,False,46-65,3-6yr
EMP1148,Lori Butler,Male,29.0,,Single,Research & Development,Data Analyst,2,Marketing,,2,84600.0,53.21,No,3.0,4.0,3.0,2.0,2.0,1.0,0,35.3,Travel_Rarely,Kristenshire,Douglas Howell,No,,,False,False,26-35,1-3yr
EMP1415,Zoe Hoffman,Female,53.0,1997-06-06,Single,Marketing,Marketing Executive,3,Medical,,8,87100.0,39.79,No,3.0,3.0,4.0,,3.0,1.0,2,17.0,Travel_Frequently,Port Ashleyton,Alexander Shaw,Yes,Career Change,2024-05-13,True,False,46-65,6+yr
EMP1154,Erica Hunter,Female,59.0,,Divorced,Finance,Finance Manager,3,Technical Degree,,8,50200.0,35.82,No,3.0,4.0,,1.0,2.0,5.0,0,39.7,Non-Travel,East Lindaport,Justin Powell,No,,,True,False,46-65,6+yr
EMP1616,Lauren Moreno,Female,28.0,1987-03-13,Married,IT,System Admin,4,Marketing,,5,47300.0,49.4,No,5.0,3.0,4.0,,2.0,3.0,1,14.6,Travel_Rarely,Port Ryan,Jordan Joseph,No,,,True,False,26-35,3-6yr
EMP1708,Jacob Palmer,Female,24.0,,Divorced,IT,IT Support,2,Life Sciences,2016-11-20,8,61700.0,38.31,No,3.0,,3.0,3.0,3.0,3.0,2,,Non-Travel,North Gloria,Tina Rivers,No,,,True,False,18-25,6+yr
EMP1428,Jack Durham,Male,41.0,,Divorced,Marketing,Content Strategist,3,Life Sciences,,7,51300.0,58.69,Yes,3.0,2.0,,4.0,2.0,2.0,3,,Non-Travel,Keithfort,Michael Johnson,No,,,True,False,36-45,6+yr
EMP1165,Robert Green,Female,41.0,1969-12-27,Single,Finance,Accountant,5,Human Resources,,5,38800.0,86.29,Yes,3.0,3.0,1.0,4.0,4.0,2.0,3,,Travel_Rarely,Wilsonhaven,Steven Barnett,No,,,False,False,36-45,3-6yr
EMP2267,David Cruz,Male,47.0,1979-02-03,Not Disclosed,Human Resources,HR Manager,4,Medical,,7,78700.0,77.48,No,5.0,3.0,1.0,,3.0,2.0,1,,Travel_Rarely,Derrickmouth,Steven ReYes,No,,,True,False,46-65,6+yr
EMP1636,Natasha Bruce,Male,36.0,,Divorced,Sales,Sales Representative,3,Human Resources,,4,102600.0,60.55,No,5.0,,,3.0,2.0,3.0,0,27.9,Non-Travel,New Jasmineville,Valerie Houston,Yes,Health Issues,2021-02-01,True,False,36-45,3-6yr
EMP1769,Tiffany Simmons,Male,32.0,,Single,Human Resources,HR Executive,1,Business,2015-01-01,10,18300.0,96.58,Yes,3.0,2.0,3.0,3.0,5.0,3.0,3,23.9,Non-Travel,Brownville,Robert Wilson,No,,,False,False,26-35,6+yr
EMP2013,Gary Villanueva,Male,24.0,,Married,Sales,Sales Executive,2,Marketing,,1,100000.0,60.82,No,1.0,1.0,2.0,2.0,4.0,2.0,3,,Non-Travel,Browntown,Christopher Mathis,No,,,False,False,18-25,<1yr
EMP1678,Allen Camacho,Male,41.0,,Not Disclosed,Research & Development,Data Analyst,4,Human Resources,,2,26600.0,85.51,No,5.0,3.0,,3.0,3.0,1.0,0,39.7,Non-Travel,West Mark,Eric Shelton,No,,,True,False,36-45,1-3yr
EMP1603,Jennifer Carpenter,Female,31.0,,Married,Human Resources,HR Executive,4,Life Sciences,,6,49500.0,30.09,Yes,1.0,,3.0,4.0,2.0,3.0,3,,Travel_Rarely,North Debraberg,Anthony White,No,,,True,False,26-35,3-6yr
EMP2037,Patricia Cooper,Male,32.0,,Married,Sales,Sales Executive,5,Human Resources,,4,88600.0,84.4,No,4.0,4.0,,2.0,3.0,2.0,1,35.5,Non-Travel,South Scottstad,Melanie Ross,Yes,Relocation,2021-09-12,True,False,26-35,3-6yr
EMP2321,Jeffery Martinez,Female,31.0,,Married,Marketing,Content Strategist,1,Life Sciences,2016-05-11,8,65600.0,52.59,Yes,3.0,1.0,,1.0,0.0,0.0,2,,Non-Travel,Daisyport,Derrick Pena,No,,,True,False,26-35,6+yr
EMP1387,Sara Miller,Female,47.0,1975-07-30,Married,Human Resources,HR Executive,4,Life Sciences,,8,117700.0,78.71,No,3.0,4.0,,,2.0,3.0,0,13.3,Travel_Rarely,West Rachel,Cynthia Johnson,No,,,True,False,46-65,6+yr
EMP1123,Catherine Pena,Female,52.0,,Married,IT,Software Engineer,2,Business,,6,39900.0,45.28,No,4.0,2.0,,3.0,2.0,1.0,1,10.4,Travel_Rarely,Odonnellville,Joshua Martin,No,,,True,False,46-65,3-6yr
EMP1096,Stephanie Quinn,Male,44.0,1995-07-04,Married,IT,Software Engineer,1,Business,,8,87400.0,92.17,No,3.0,2.0,,3.0,2.0,3.0,1,17.1,Non-Travel,Christinachester,Jackson Williams,No,,,True,False,36-45,6+yr
EMP1046,Antonio Adams,Male,41.0,,Single,Research & Development,Data Analyst,4,Medical,,3,79700.0,52.34,Yes,2.0,2.0,4.0,2.0,5.0,4.0,2,35.9,Non-Travel,Carterhaven,Randall Holder,Yes,Better Opportunity,,False,False,36-45,1-3yr
EMP1383,Bethany Walker,Male,41.0,,Divorced,Marketing,Marketing Manager,2,Technical Degree,,7,59000.0,96.9,Yes,3.0,,3.0,2.0,2.0,3.0,2,,Non-Travel,New Derekfurt,Maria Harrison,No,,,True,False,36-45,6+yr
EMP1915,Melissa Diaz,Male,30.0,,Not Disclosed,Finance,Finance Manager,1,Human Resources,,4,88200.0,97.73,No,1.0,3.0,4.0,4.0,5.0,6.0,2,29.7,Travel_Rarely,Jessicaton,Angel Fuentes,Yes,Higher Salary,,False,False,26-35,3-6yr
EMP1191,Alexandra Williams,Male,31.0,1988-03-20,Married,Sales,Sales Representative,5,Technical Degree,,5,18100.0,88.6,Yes,3.0,2.0,1.0,2.0,1.0,2.0,2,36.1,Travel_Rarely,Amandachester,Melinda Price,Yes,Better Opportunity,2022-05-02,False,False,26-35,3-6yr
EMP1867,James Ferguson,Female,45.0,1967-10-11,Not Disclosed,Finance,Finance Manager,2,Technical Degree,2022-11-02,2,41700.0,84.69,No,5.0,2.0,2.0,4.0,2.0,6.0,3,,Travel_Rarely,North Betty,James Marshall,No,,,False,False,36-45,1-3yr
EMP1912,Jessica Austin,Not Disclosed,47.0,,Married,Research & Development,Research Scientist,2,Business,,8,22500.0,47.48,No,5.0,1.0,1.0,4.0,2.0,3.0,0,32.9,Travel_Rarely,Derekhaven,Yesenia Ware,No,,,False,False,46-65,6+yr
EMP1585,Kristina Mccall,Female,28.0,1991-07-21,Single,Human Resources,HR Manager,4,Technical Degree,,4,77300.0,32.05,No,4.0,3.0,4.0,,0.0,2.0,1,10.0,Travel_Rarely,South Beckychester,Jeffery Fisher,Yes,Career Change,,True,False,26-35,3-6yr
EMP1807,Robert Hernandez,Female,46.0,1999-03-17,Single,Human Resources,HR Manager,3,Life Sciences,2016-12-26,8,117700.0,61.89,Yes,3.0,4.0,4.0,1.0,5.0,1.0,2,,Travel_Frequently,South Josestad,Michele Wilcox,No,,,False,False,46-65,6+yr
EMP1256,Jonathan Peters,Male,53.0,,Divorced,Finance,Accountant,5,Human Resources,,1,29200.0,75.34,No,3.0,,1.0,1.0,2.0,2.0,2,11.1,Travel_Frequently,Joanburgh,Savannah Maxwell,No,,,True,False,46-65,<1yr
EMP1092,Darlene Nguyen,Female,24.0,,Married,Marketing,Marketing Executive,5,Medical,,1,61300.0,54.67,No,2.0,,,3.0,2.0,1.0,3,11.5,Travel_Frequently,Thomashaven,Karen Vargas,No,,,True,False,18-25,<1yr
EMP1778,Mark Morgan,Male,56.0,,Divorced,Finance,Financial Analyst,4,Medical,,5,57000.0,49.94,No,2.0,3.0,2.0,3.0,0.0,3.0,3,,Travel_Rarely,Roberthaven,Kristy Gonzalez,Yes,,,False,False,46-65,3-6yr
EMP1627,Jessica Smith,Not Disclosed,56.0,,Married,Human Resources,HR Manager,1,Marketing,2021-06-01,3,94300.0,32.56,Yes,2.0,4.0,1.0,2.0,5.0,3.0,1,9.3,Travel_Frequently,East Jonathan,Shannon Keith,No,,,False,False,46-65,1-3yr
EMP2238,Adam Burke,Not Disclosed,48.0,1966-07-12,Not Disclosed,Research & Development,Research Scientist,3,Life Sciences,2018-03-23,6,25600.0,64.06,Yes,3.0,1.0,1.0,1.0,0.0,3.0,0,,Non-Travel,Stevenside,Ryan Hoover,No,,,False,False,46-65,3-6yr
EMP1571,Lisa Garcia,Male,40.0,,Single,IT,IT Support,3,Medical,,2,34700.0,63.57,No,5.0,4.0,,2.0,5.0,5.0,3,21.6,Non-Travel,East Jackiebury,Michael Snyder,No,,,True,False,36-45,1-3yr
EMP1371,Marilyn Thomas,Male,41.0,,Married,Finance,Financial Analyst,3,Marketing,,1,68300.0,50.47,No,4.0,,1.0,3.0,5.0,2.0,3,,Travel_Frequently,Port Meredithburgh,Alexis Ellis,No,,,True,False,36-45,<1yr
EMP2464,Anna White,Female,39.0,1970-09-28,Divorced,Finance,Accountant,4,Life Sciences,,9,61600.0,48.99,No,5.0,1.0,,2.0,5.0,5.0,0,34.6,Non-Travel,East Michael,Kenneth Dominguez,No,,,True,False,36-45,6+yr
EMP2383,Daniel Pena,Not Disclosed,58.0,,Single,Marketing,Marketing Executive,4,Business,,7,60800.0,59.06,No,4.0,1.0,4.0,3.0,2.0,5.0,0,,Travel_Frequently,Jesseton,Monica Melton,No,,,False,False,46-65,6+yr
EMP1613,Justin Bowers,Male,22.0,2002-08-03,Not Disclosed,Sales,Sales Executive,5,Human Resources,,9,17000.0,63.77,No,4.0,,,1.0,4.0,6.0,3,,Non-Travel,Keithmouth,Kyle Guerrero,No,,,True,False,18-25,6+yr
EMP1424,Heather Soto,Female,56.0,,Married,Sales,Sales Manager,2,Life Sciences,,6,55900.0,69.55,No,5.0,2.0,3.0,2.0,3.0,5.0,3,,Travel_Rarely,Harveyburgh,Mary Moss,No,,,False,False,46-65,3-6yr
EMP1348,Stacy Hendricks,Male,60.0,,Married,Human Resources,HR Executive,2,Technical Degree,,2,88600.0,82.91,Yes,3.0,1.0,4.0,4.0,2.0,3.0,0,,Travel_Frequently,New Annaside,Anthony Gardner,Yes,Better Opportunity,,False,False,46-65,1-3yr
EMP1990,Michelle Guzman,Female,38.0,,Single,Sales,Sales Representative,5,Human Resources,2016-08-15,8,93700.0,47.18,Yes,2.0,3.0,,2.0,0.0,5.0,0,24.5,Travel_Frequently,Port Michele,Karen Shaw,Yes,,,True,False,36-45,6+yr
EMP1422,Dr. John Gonzalez,Female,27.0,1989-04-19,Married,Research & Development,Research Scientist,2,Business,2016-04-20,8,57500.0,87.24,No,4.0,2.0,,1.0,1.0,0.0,2,,Travel_Frequently,East Charles,Tracy Powell,No,,,True,False,26-35,6+yr
EMP1881,Alan Padilla,Female,55.0,,Divorced,Research & Development,Lab Technician,2,Life Sciences,,4,77600.0,67.24,Yes,1.0,4.0,2.0,4.0,0.0,2.0,3,21.9,Non-Travel,Jenniferville,Amanda Rivera,No,,,False,False,46-65,3-6yr
EMP2408,Rebecca Oconnor,Female,22.0,,Divorced,Marketing,Marketing Executive,4,Medical,,3,75200.0,32.51,No,4.0,2.0,2.0,4.0,2.0,5.0,3,26.4,Travel_Rarely,Kellyshire,James Ortiz,No,,,False,False,18-25,1-3yr
EMP2169,Chase Nguyen Jr.,Female,36.0,,Single,Human Resources,HR Executive,3,Business,2019-09-30,5,59400.0,32.61,No,3.0,4.0,2.0,2.0,1.0,3.0,1,30.6,Travel_Rarely,Alexisside,Amy Gutierrez,No,,,False,False,36-45,3-6yr
EMP2247,John Wong,Male,41.0,,Single,Marketing,Marketing Manager,4,Technical Degree,,2,57400.0,34.36,No,3.0,4.0,1.0,1.0,5.0,3.0,2,12.8,Travel_Frequently,Floydland,Natalie Brown,No,,,False,False,36-45,1-3yr
EMP1895,Sonya Gill,Male,41.0,,Single,IT,System Admin,1,Technical Degree,,4,86400.0,38.46,No,5.0,1.0,2.0,,2.0,5.0,1,,Travel_Rarely,Joshuahaven,Ryan Mills,Yes,Career Change,2024-01-29,True,False,36-45,3-6yr
EMP1615,Mariah Williams Md,Male,41.0,,Single,Finance,Finance Manager,1,Marketing,,4,59800.0,77.88,No,5.0,1.0,1.0,,2.0,0.0,1,34.1,Travel_Frequently,Jessemouth,Joshua Kirk,Yes,Retirement,2023-04-13,True,False,36-45,3-6yr
EMP2205,Heather Rogers,Female,25.0,1978-02-21,Married,Finance,Financial Analyst,4,Human Resources,2015-09-24,9,66500.0,64.56,No,4.0,2.0,4.0,,3.0,5.0,3,,Non-Travel,North Kendra,Charles Ramirez,No,,,True,False,18-25,6+yr
EMP1297,James Johnson,Not Disclosed,40.0,,Married,Research & Development,Lab Technician,5,Life Sciences,,4,118400.0,35.94,No,3.0,,2.0,4.0,2.0,4.0,1,,Travel_Rarely,Lucasberg,Ryan Jones,No,,,True,False,36-45,3-6yr
EMP1693,Deborah Graham,Female,32.0,,Divorced,IT,IT Support,3,Human Resources,,5,15800.0,97.03,No,2.0,4.0,,3.0,2.0,5.0,2,37.1,Non-Travel,West Charlesberg,Kathleen Green,No,,,True,False,26-35,3-6yr
EMP1116,Carolyn Gonzales,Male,44.0,,Single,Research & Development,Research Scientist,1,Business,,4,63300.0,79.52,No,1.0,,2.0,,0.0,5.0,1,,Non-Travel,West Steven,Cynthia Lee,No,,,True,False,36-45,3-6yr
EMP2036,Samantha Mckee,Female,54.0,,Divorced,IT,System Admin,2,Medical,2018-06-28,6,67900.0,74.65,No,3.0,2.0,2.0,3.0,2.0,3.0,3,,Travel_Frequently,Scottview,Brian Thomas,Yes,,,False,False,46-65,3-6yr
EMP1469,Bryan Fuller,Female,28.0,,Married,Marketing,Marketing Executive,5,Technical Degree,,6,55200.0,61.39,Yes,3.0,2.0,,4.0,3.0,5.0,3,,Non-Travel,Wrighthaven,Kimberly Carter,No,,,True,False,26-35,3-6yr
EMP2387,Cynthia Jenkins,Male,41.0,,Married,Finance,Accountant,5,Life Sciences,,2,65900.0,70.18,Yes,3.0,1.0,3.0,3.0,5.0,0.0,1,,Non-Travel,Mcgeeberg,Kimberly Cole,Yes,Relocation,,False,False,36-45,1-3yr
EMP1451,Douglas Woodard,Male,50.0,,Married,Finance,Accountant,2,Marketing,,5,77300.0,48.3,No,3.0,1.0,,4.0,2.0,5.0,0,3.2,Travel_Frequently,Rachelshire,Catherine Berry,No,,,True,False,46-65,3-6yr
EMP1540,Dennis Oconnor,Female,41.0,,Single,Research & Development,Data Analyst,1,Human Resources,,3,28000.0,36.41,No,1.0,2.0,,3.0,1.0,5.0,2,,Non-Travel,Christinaberg,Peggy Lynn,No,,,True,False,36-45,1-3yr
EMP2154,Hannah Pace,Male,23.0,,Married,Finance,Finance Manager,5,Business,,9,53900.0,90.15,No,3.0,1.0,4.0,4.0,3.0,2.0,2,,Travel_Rarely,Nicholaschester,Jessica Guerrero,No,,,False,False,18-25,6+yr
EMP2204,Thomas Young,Male,50.0,,Single,Research & Development,Research Scientist,2,Business,,3,35200.0,71.95,No,1.0,,1.0,1.0,0.0,0.0,0,,Travel_Rarely,East Justinfurt,Meredith Martinez,No,,,True,False,46-65,1-3yr
EMP1752,Tina Ellis,Male,57.0,,Married,Finance,Financial Analyst,2,Human Resources,,9,29100.0,73.31,No,4.0,4.0,2.0,1.0,3.0,3.0,0,,Non-Travel,Lake Royview,Dustin Lewis,No,,,False,False,46-65,6+yr
EMP1515,Brandon Lee,Male,52.0,1986-04-30,Married,Research & Development,Research Scientist,4,Human Resources,,8,32400.0,61.37,No,3.0,,,2.0,2.0,5.0,0,29.8,Travel_Frequently,Alexandershire,Ryan Williams,No,,,True,False,46-65,6+yr
EMP1483,George Mendez,Female,21.0,,Single,IT,IT Support,4,Life Sciences,2017-07-22,7,29900.0,51.62,No,2.0,3.0,3.0,1.0,1.0,2.0,1,,Travel_Rarely,New Stephaniestad,Holly Joyce,No,,,False,False,18-25,6+yr
EMP1847,Jennifer Oneill,Male,31.0,1992-10-24,Single,Human Resources,Recruiter,4,Life Sciences,,2,19400.0,92.47,No,4.0,4.0,,,1.0,4.0,2,,Travel_Frequently,Suarezton,Kelly Barrera,No,,,True,False,26-35,1-3yr
EMP1788,Jessica Combs,Male,49.0,1992-05-27,Divorced,Research & Development,Lab Technician,1,Marketing,,1,48700.0,40.07,Yes,3.0,2.0,2.0,1.0,4.0,6.0,0,,Travel_Rarely,Mccannmouth,Donald Peterson,No,,,False,False,46-65,<1yr
EMP1864,Susan Martin,Not Disclosed,47.0,,Married,IT,System Admin,1,Marketing,2021-03-21,3,39795.0,77.84,No,5.0,4.0,4.0,,3.0,2.0,1,6.5,Travel_Rarely,Romeromouth,Mark Murphy,No,,,True,True,46-65,1-3yr
EMP1388,Brandon Gonzalez,Male,60.0,1984-05-31,Married,Human Resources,Recruiter,5,Technical Degree,,9,51300.0,94.51,Yes,5.0,1.0,,,1.0,0.0,2,9.7,Non-Travel,Lukechester,Shelly Cook,No,,,True,False,46-65,6+yr
EMP1203,Jasmine Owens,Female,34.0,,Single,Marketing,Marketing Manager,1,Technical Degree,,6,17500.0,60.05,Yes,2.0,,3.0,,2.0,5.0,0,9.7,Travel_Rarely,Elizabethmouth,Dana Anderson,No,,,True,False,26-35,3-6yr
EMP1503,Daniel Scott,Female,29.0,1998-12-17,Not Disclosed,Sales,Sales Manager,3,Life Sciences,,7,98300.0,60.88,Yes,3.0,4.0,1.0,2.0,1.0,0.0,0,23.1,Travel_Frequently,West Aaron,Courtney Sanchez,No,,,False,False,26-35,6+yr
EMP1779,Karla Gill,Male,27.0,2002-06-30,Single,Sales,Sales Executive,1,Medical,,4,110400.0,90.99,Yes,3.0,1.0,,4.0,2.0,3.0,1,8.5,Travel_Rarely,New Jasonshire,Antonio White,No,,,True,False,26-35,3-6yr
EMP2266,Vincent Nunez,Female,29.0,,Divorced,IT,Software Engineer,2,Human Resources,,1,90800.0,32.72,Yes,3.0,2.0,2.0,2.0,2.0,5.0,0,29.9,Non-Travel,South Alicia,Michael Johnson,No,,,False,False,26-35,<1yr
EMP2019,Jessica Sparks,Female,30.0,,Single,IT,System Admin,1,Technical Degree,,7,81400.0,72.4,Yes,1.0,,1.0,3.0,0.0,5.0,1,9.2,Non-Travel,Lake Raymondbury,Tracy Bailey,No,,,True,False,26-35,6+yr
EMP1110,Jeff Smith,Male,41.0,,Single,Human Resources,Recruiter,1,Life Sciences,,7,103200.0,55.75,No,5.0,2.0,1.0,3.0,5.0,5.0,3,,Travel_Frequently,Reneehaven,Dwayne Reese,No,,,False,False,36-45,6+yr
EMP1143,Jennifer Jones,Male,49.0,1992-10-26,Single,Finance,Finance Manager,1,Life Sciences,,4,105600.0,87.0,No,2.0,1.0,,2.0,3.0,3.0,2,32.3,Travel_Rarely,South Kayla,John Huang,Yes,Career Change,,True,False,46-65,3-6yr
EMP1647,Matthew Anderson,Female,53.0,,Not Disclosed,IT,IT Support,1,Technical Degree,,5,101600.0,98.73,Yes,3.0,4.0,4.0,3.0,3.0,4.0,0,,Travel_Frequently,New Jonathanfurt,Karen Olsen,No,,,False,False,46-65,3-6yr
EMP1402,Morgan Anderson,Female,56.0,,Single,Finance,Accountant,2,Human Resources,,1,28100.0,74.95,No,3.0,2.0,1.0,3.0,5.0,4.0,1,2.9,Travel_Frequently,Port Lisamouth,Alyssa Hunt,No,,,False,False,46-65,<1yr
